衲,nà,nạp,áo cà sa/lót,,,,,,,
衽,rèn,nhẫm,(văn học) phần vạt áo chồng lên của trang phục Trung Quốc/vạt áo/thảm ngủ | biến thể của 衽[ren4],,,,,,,
衿,jīn,câm,cổ áo/thắt lưng/biến thể của 襟[jin1],,,,,,,
袂,mèi,mệ,tay áo của áo choàng,,,,,,,
祛,qū,khư,hiến tế để xua đuổi tai họa/xua tan/xua đuổi/loại bỏ,,,,,,,
祜,hù,hỗ,phúc lành thiên đàng,,,,,,,
祓,fú,phất,tẩy rửa/trừ tà/nghi lễ cầu may mắn và tránh tai họa,,,,,,,
祚,zuò,tộ,phúc lành/ngai vàng,,,,,,,
诮,qiào,tiếu,chế nhạo/đổ lỗi,,,,,,,
祗,zhī,chi,một cách kính cẩn,,,,,,,
祢,mí,nỉ,ngài (dùng để xưng hô với thần linh) | họ [Mi2] | bài vị trong đền thờ tưởng niệm người cha đã khuất,,,,,,,
诰,gào,cáo,khẩn dặn/phong tặng (danh hiệu),,,,,,,
诳,kuáng,cuống,lừa dối, lừa gạt/sai sự thật, nói dối/(tiếng địa phương) làm cho vui,,,,,
鸩,zhèn,chậm,chim huyền thoại có lông dùng làm chất độc/độc/đầu độc ai đó,,,,,,,
昶,chǎng,sưởng,(về ngày) dài/biến thể cũ của 暢|畅[chang4],,,,,,,
郡,jùn,quận,quận/huyện/vùng,,,,,,,
咫,zhǐ,chỉ,đơn vị đo chiều dài 8 inch của triều đại Chu,,,,,,,
弭,mǐ,nhị,ngăn chặn/đàn áp,,,,,,,
牁,kē,ca,(dùng trong địa danh)/cách phát âm ở Đài Loan: [ge1],,,,,,,
胥,xū,tư,họ [Xu1] | tất cả/phụ trợ/tích trữ,,,,,,,
陛,bì,bệ,bậc thềm lên ngôi vua,,,,,,,
陟,zhì,trắc,tiến lên/tăng lên/thăng chức,,,,,,,
娅,yà,á,(văn học) cách xưng hô giữa chồng của các chị em gái/(dùng để phiên âm tên nước ngoài)/(dùng trong tên phụ nữ Trung Quốc),,,,,,,
姮,héng,hằng,tên nữ (xưa),,,,,,,
娆,ráo,nhiêu,duyên dáng,,,,,,,
姝,shū,xu,người phụ nữ đẹp,,,,,,,
姣,jiāo,giảo,họ [Jiao1] | xảo quyệt/đẹp,,,,,,,
姘,pīn,phanh,làm tình nhân hoặc người yêu,,,,,,,
姹,chà,xá,đẹp/xem 奼紫嫣紅|姹紫嫣红[cha4 zi3 yan1 hong2],,,,,,,
怼,duì,đỗi,(tiếng lóng Internet) tấn công bằng lời nói, chỉ trích công khai, gọi tên | không thích/ghét,,,,,
羿,yì,nghệ,họ [Yi4]/tên một xạ thủ huyền thoại (còn gọi là Hậu Nghệ 后羿[Hou4 Yi4]),,,,,,,
炱,tái,đài,bồ hóng,,,,,,,
矜,jīn,căng,khoe khoang/tôn trọng/thông cảm,,,,,,,
绔,kù,khố,biến thể của 褲|裤[ku4],,,,,,,
骁,xiāo,kiêu,ngựa tốt/dũng mãnh,,,,,,,
骅,huá,hoa,ngựa sắc lông hạt dẻ,,,,,,,
绗,háng,hàng,chần,,,,,,,
绛,jiàng,giáng,kinh đô nước Tấn trong Thời Xuân Thu (770-475 TCN) | đỏ tía,,,,,,,
骈,pián,biền,họ [Pian2] | (cặp ngựa) kéo song song/cạnh nhau/hòa vào nhau/song song (phong cách văn học),,,,,,,
耖,chào,sáo,dụng cụ giống bừa để đập đất/san phẳng đất bằng dụng cụ đó,,,,,,,
挈,qiè,khiết,nâng/nhấc/mang theo (ví dụ: gia đình mình),,,,,,,
珥,ěr,nhị,bông tai ngọc trai hoặc ngọc bích,,,,,,,
珙,gǒng,củng,(đá quý),,,,,,,
顼,xū,húc,họ [Xu1]/âm đọc Đài Loan [Xu4] | dùng trong 顓頊|颛顼[Zhuan1 xu1]/dùng trong 頊頊|顼顼[xu1 xu1]/âm đọc Đài Loan [xu4],,,,,,,
珰,dāng,đang,(văn học) đồ trang sức đeo/hoa tai/thái giám,,,,,,,
珩,héng,hành,viên ngọc trên cùng của mặt dây chuyền từ đai ngọc,,,,,,,
珧,yáo,diêu,xà cừ,,,,,,,
珣,xún,tuần,(ngọc),,,,,,,
珞,luò,lạc,đồ trang sức cổ,,,,,,,
琤,chēng,tranh,tiếng leng keng của ngọc,,,,,,,
珲,hún,hồn,(ngọc đẹp),,,,,,,
敖,áo,ngao,họ [Ao2] | biến thể của 遨[ao2],,,,,,,
恚,huì,khuể,cơn thịnh nộ,,,,,,,
埔,bù|pǔ,bộ,cảng/bến tàu/bến cảng | cảng/đất bằng phẳng cạnh sông hoặc biển,,,,,,,
埕,chéng,trình,chai đất,,,,,,,
埘,shí,thì,chuồng gà,,,,,,,
埙,xūn,huân,ocarina/nhạc cụ hơi gồm một buồng hình trứng có lỗ,,,,,,,
埚,guō,qua,nồi nấu chảy,,,,,,,
挹,yì,ấp,(văn học) múc lên, múc ra/(văn học) kéo về phía mình,,,,,,
耆,qí,kì,người đàn ông sáu mươi hoặc bảy mươi tuổi,,,,,,,
耄,mào,mạo,tuổi rất cao (trong độ tuổi 80 hoặc 90)/người tám mươi tuổi/người chín mươi tuổi,,,,,,,
埒,liè,liệt,(văn học) ngang bằng/hàng rào/đê/bờ kè/phát âm Đài Loan [le4],,,,,,,
捋,lǚ|luō,loát,vuốt hoặc sắp xếp gì đó bằng ngón tay/xoa | nắm vật gì đó dài và vuốt theo nó,,,,,,,
贽,zhì,chí,quà tặng cho cấp trên,,,,,,,
垸,yuàn,"viên, viện","bờ bao, đê nhỏ",,,,,,,
捃,jùn,quấn,thu thập/phân loại,,,,,,,
盍,hé,hạp,biến thể của 盍[he2] | tại sao không,,,,,,,
荸,bí,bột,xem 荸薺|荸荠[bi2 qi2],,,,,,,
莆,pú,phủ,tên địa danh,,,,,,,
莳,shí|shì,thì,dùng trong 蒔蘿|莳萝[shi2 luo2] | (văn học) trồng/(văn học) cấy/phát âm Đài Loan [shi2],,,,,,,
莴,wō,oa,"rau diếp, xem 萵苣|莴苣",,,,,,,
莪,é,nga,"ngải tím (Curcuma zedoaria), thân rễ thực vật giống nghệ",,,,,,,
莠,yǒu,dửu,Setaria viridis/ác độc,,,,,,,
莓,méi,môi,quả mọng/dâu tây,,,,,,,
莜,yóu,yóu,xem 莜麥|莜麦[you2 mai4],,,,,,,
莅,lì,lị,"sông ở Hà Bắc | biến thể của 蒞|莅[li4], tham dự | tham dự (một sự kiện chính thức)/có mặt/quản lý/tiếp cận (đặc biệt là với tư cách quản trị)",,,,,,,
荼,tú,đồ,cây kế/cải cúc dại (Sonchus oleraceus)/đắng (vị)/tàn nhẫn/cỏ hoa um tùm,,,,,,,
莩,fú,phu,"lớp màng bên trong thân cây hình trụ | dùng cho 殍 piǎo, chết đói",,,,,,,
荽,suī,tuy,ngò rí,,,,,,,
莸,yóu,du,Caryopteris divaricata,,,,,,,
荻,dí,địch,Anaphalis yedoensis (cúc ngọc)/dùng trong tên Nhật Bản với giá trị ngữ âm Ogi,,,,,,,
莘,shēn|xīn,sân,họ [Shen1] | dài/nhiều | cây tế tân/gừng dại/cũng gọi là 細辛|细辛[xi4 xin1],,,,,,,
莎,shā|suō,toa,"bọ ngựa (họ Tettigoniidae)/phiên âm ""sha"" dùng trong phiên chuyển | dùng trong 莎草[suo1cao3]",,,,,,,
莞,guǎn|wǎn,hoàn,cây nguyệt quế Nhật Bản | (quận) | cười mỉm,,,,,,,
莨,làng|liáng,lang,Scopalia japonica maxin,,,,,,,
鸪,gū,cô,chim đa đa/Francolinus chinensis,,,,,,,
莼,chún,thuần,cây thủy sinh ăn được/Brasenia schreberi,,,,,,,
栲,kǎo,khảo,"cây dẻ gai (Castanopsis fargesii và các loài khác), chi cây thường xanh",,,,,,,
栳,lǎo,lão,cái giỏ,,,,,,,
郴,chēn,sâm,tên một quận ở Hồ Nam,,,,,,,
桓,huán,hoàn,họ [Huan2] | bồ hòn Trung Quốc (Sapindus mukurossi)/to lớn/cột trụ (cũ),,,,,,,
桡,ráo,nạo,xương quay (giải phẫu)/xương cẳng tay,,,,,,,
桎,zhì,chất,xiềng xích,,,,,,,
桢,zhēn,trinh,cây bụi thường xanh,,,,,,,
桤,qī,khi,cây tống quán sủ,,,,,,,
梃,tǐng|tìng,đĩnh,một cái gậy (vũ khí),,,,,,,
栝,guā,quát,cây bách xù Trung Hoa (Juniperus chinensis)/khung đo lường,,,,,,,
桕,jiù,cữu,cây dầu trơn/Sapium sebiferum,,,,,,,
桁,héng,hành,gông cùm (dụng cụ trừng phạt tội phạm) | bản cực/xà gồ (dầm ngang trong mái nhà)/sườn nhà,,,,,,,
桧,guì|huì,cối,dùng trong 秦檜|秦桧[Qin2 Hui4]/Tiếng Đài Loan đọc là [Kuai4] | cây bách Trung Quốc (Juniperus chinensis)/(cũ) trang trí nắp quan tài/Tiếng Đài Loan đọc là [kuai4],,,,,,,
桅,wéi,ngôi,cột buồm,,,,,,,
栟,bēn,kiên,Trachycarpus excelsa,,,,,,,
桉,ān,an,cây bạch đàn/Eucalyptus globulus/Đài Loan phát âm [an4],,,,,,,
栩,xǔ,hủ,dùng trong 栩栩[xu3 xu3]/cây sồi jolcham (Quercus serrata),,,,,,,
逑,qiú,cầu,thu thập/tương xứng,,,,,,,
逋,bū,bô,bỏ trốn/vượt ngục/nợ,,,,,,,
彧,yù,úc,tao nhã/thanh lịch,,,,,,,
鬲,gé|lì,cách,"họ [Ge2] | nồi đất/vạc sắt | đồ gốm cổ ba chân dùng để nấu ăn, có vân dây bên ngoài và chân rỗng",,,,,,,
豇,jiāng,giang,đậu đũa/đậu trắng,,,,,,,
酐,gān,can,anhydrit,,,,,,,
逦,lǐ,lệ,quanh co,,,,,,,
厝,cuò,thố,đặt vào chỗ/đặt/đặt quan tài tạm thời chờ mai táng,,,,,,,
孬,nāo,nạo,(tiếng địa phương) không tốt (viết tắt của 不[bu4] + 好[hao3]),,,,,,,
砝,fǎ,kiếp,dùng trong 砝碼|砝码[fa3 ma3],,,,,,,
砹,ài,ài,astatin (hóa học),,,,,,,
砺,lì,lệ,mài/đá mài,,,,,,,
砧,zhēn,châm,cái đe | biến thể của 砧[zhen1],,,,,,,
砷,shēn,thân,asen (hóa học),,,,,,,
砟,zhǎ,zhǎ,mảnh vỡ,,,,,,,
砼,tóng,đồng,bê tông (xây dựng),,,,,,,
砥,dǐ,chỉ,đập ngăn nước/đá mài,,,,,,,
砣,tuó,đà,quả cân của cân đòn/trục lăn đá/mài ngọc bằng bánh mài,,,,,,,
剞,jī,kỉ,dùng trong 剞劂[ji1 jue2],,,,,,,
砻,lóng,lung,nghiền/xay,,,,,,,
轼,shì,thức,(văn học) tay vịn phía trước xe ngựa hoặc chiến xa, cúi đầu dựa vào tay vịn này như một cử chỉ tôn kính,,,,,,
轾,zhì,chí,phía sau và thấp của xe ngựa/ngắn/thấp,,,,,,,
辂,lù,lộ,xe chiến,,,,,,,
鸫,dōng,đông,chim hét (loài chim thuộc chi Turdus),,,,,,,
趸,dǔn,độn,bán buôn,,,,,,,
龀,chèn,sấn,thay răng sữa,,,,,,,
鸬,lú,lô,dùng trong 鸕鶿|鸬鹚[lu2 ci2],,,,,,,
逍,xiāo,tiêu,thong thả/dễ chịu,,,,,,,
眬,lóng,lung,dùng trong 矇矓|蒙眬[meng2 long2],,,,,,,
唛,mài,mác,dấu (từ mượn)/cũng đọc là [ma4],,,,,,,
晟,chéng,thịnh,họ [Cheng2] | ánh sáng mặt trời/rực rỡ/cũng đọc là [cheng2],,,,,,,
眩,xuàn,huyễn,chói lọi/rực rỡ/hoa mắt/chóng mặt,,,,,,,
眙,yí,dị,tên địa danh,,,,,,,
哧,chī,xích,"(từ tượng thanh) cười khúc khích/thở/xé giấy, xé vải, v.v.",,,,,,,
哽,gěng,ngạnh,nghẹn ngào/nghẹn thức ăn,,,,,,,
唔,wú,ngô,ồ (biểu hiện đồng ý hoặc ngạc nhiên)/(tiếng Quảng Đông) không,,,,,,,
晁,cháo,triều,họ [Chao2],,,,,,,
晏,yàn,yến,họ [Yan4] | muộn/yên tĩnh,,,,,,,
鸮,xiāo,hào,cú mèo (bộ Strigiformes),,,,,,,
趵,bào,bác,nhảy/bật,,,,,,,
趿,tā,táp,xem 趿拉[ta1 la5],,,,,,,
畛,zhěn,chẩn,ranh giới/ranh mốc/đường nhỏ giữa các thửa ruộng,,,,,,,
蚨,fú,phù,(bọ nước)/tiền,,,,,,,
蚜,yá,nha,rệp vừng,,,,,,,
蚍,pí,tì,xem 蚍蜉[pi2 fu2],,,,,,,
蚋,ruì,nhuế,(muỗi)/Simulia lugubris/ruồi đen,,,,,,,
蚬,xiǎn,hiện,nghêu (thuộc họ Corbiculidae), (đặc biệt) Corbicula leana 真蜆|真蚬[zhen1 xian3],,,,,,
蚝,háo,hào,con hàu,,,,,,,
蚧,jiè,giới,xem 蛤蚧[ge2 jie4],,,,,,,
唢,suǒ,tỏa,dùng trong 嗩吶|唢呐[suo3 na4],,,,,,,
圄,yǔ,ngữ,nhà tù/giam giữ,,,,,,,
唣,zào,tạo,biến thể của 唣[zao4] | dùng trong 囉唣|啰唣[luo2 zao4],,,,,,,
唏,xī,hí,âm thanh nức nở,,,,,,,
盎,àng,áng,đồ gốm cổ có bụng to và miệng nhỏ/(văn học) tràn đầy, phong phú,,,,,,
唑,zuò,zuò,azole (hóa học),,,,,,,
崂,láo,lao,tên một ngọn núi ở Sơn Đông,,,,,,,
崃,lái,lai,tên một ngọn núi ở Tứ Xuyên,,,,,,,
罡,gāng,cương,các ngôi sao của chòm Bắc Đẩu tạo thành đuôi gáo,,,,,,,
罟,gǔ,cổ,liên lụy/lưới bắt chim hoặc cá,,,,,,,
峪,yù,dục,thung lũng,,,,,,,
觊,jì,kí,thèm muốn/khao khát,,,,,,,
赅,gāi,cai,họ [Gai1] | hoàn chỉnh/đầy đủ,,,,,,,
钰,yù,ngọc,bảo vật/kim loại cứng,,,,,,,
钲,zhēng,chinh,cồng dùng để dừng quân,,,,,,,
钴,gǔ,cổ,coban (hoá học)/Phiên âm Đài Loan [gu1],,,,,,,
钵,bō,bát,đĩa hoặc chậu nhỏ bằng đất/bát khất thực của nhà sư/tiếng Phạn paatra | biến thể của 缽|钵[bo1],,,,,,,
钹,bó,bạt,chũm chọe,,,,,,,
钺,yuè,việt,rìu chiến,,,,,,,
钽,tǎn,đán,tantalum (hóa học),,,,,,,
钼,mù,mục,molypden (hóa học),,,,,,,
钿,diàn,điền,"khảm vàng, bạc,.../đồ trang trí khảm cổ đại hình bông hoa | (phương ngữ) tiền xu; tiền",,,,,,,
铀,yóu,do,uranium (hóa học)/cách đọc ở Đài Loan: [you4],,,,,,,
铂,bó,bạc,platinum (hóa học),,,,,,,
铄,shuò,thước,sáng/nấu chảy/hòa tan,,,,,,,
铆,mǎo,mão,tán đinh/(thông tục) dốc sức,,,,,,,
铈,shì,thị,xeri (hoá học),,,,,,,
铉,xuàn,huyễn,"dụng cụ dạng que cắm vào quai đỉnh ba chân thời cổ đại để nhấc đỉnh lên/thường dùng trong tên Hàn Quốc, phiên âm là ""hyun""",,,,,,,
铊,tā|tuó,tha,thallium trong hóa học,,,,,,,
铋,bì,bí,bismuth (hóa học),,,,,,,
铌,ní,ni,niobi (hoá học),,,,,,,
铍,pí,phi,berili (hóa học),,,,,,,
䥽,pō,bát,cái phèng la,,,,,,,
铎,duó,đạc,họ [Duo2] | chuông lớn cổ đại,,,,,,,
氩,yà,á,argon (hóa học),,,,,,,
氤,yīn,nhân,dùng trong 氤氳|氤氲[yin1 yun1],,,,,,,
氦,hài,hợi,helium (hoá học),,,,,,,
毪,mú,mú,một loại vải len làm ở Tây Tạng,,,,,,,
舐,shì,thỉ,liếm/lap (lên),,,,,,,
秣,mò,mạt,cho ngựa ăn thóc/cỏ khô cho ngựa,,,,,,,
秫,shú,thuật,kê chổi (các loài Panicum)/Panicum italicum/kê nếp,,,,,,,
盉,hé,hoà,"đồ đựng tương tự như ấm, nhưng có ba hoặc bốn chân, dùng thời cổ đại để hâm rượu",,,,,,,
笄,jī,kê,15 tuổi/trâm cài tóc búi,,,,,,,
笕,jiǎn,kiển,ống dẫn nước bằng tre/ống nước làm từ tre,,,,,,,
笊,zhào,tráo,vá cán dài đan thưa bằng tre,,,,,,,
笏,hù,hốt,(cổ) thẻ nghi lễ (quan viên cầm khi thiết triều),,,,,,,
笆,bā,ba,vật làm bằng dải tre/hàng rào,,,,,,,
俸,fèng,bổng,(dạng kết hợp) lương, trợ cấp,,,,,,
倩,qiàn,thiến,xinh đẹp/thu hút/nhờ giúp đỡ/con rể (cũ),,,,,,,
俵,biào,biểu,phân phát/phát âm Đài Loan [biao3],,,,,,,
偌,ruò,nhạ,quá/vậy/đến mức độ này,,,,,,,
俳,pái,bài,không nghiêm túc/chương trình tạp kỹ,,,,,,,
俶,chù,thục,bắt đầu,,,,,,,
倬,zhuō,trác,dễ thấy/lớn/rõ ràng/minh bạch/tiếng Đài Loan [zhuo2],,,,,,,
倏,shū,thúc,đột ngột/bất chợt/phiên âm Đài Loan [shu4] | biến thể của 倏[shu1],,,,,,,
恁,nèn,nhẫm,nghĩ/cái này/cái nào?/như thế nào? (văn học)/cách phát âm Đài Loan [ren4] | biến thể cũ của 您[nin2],,,,,,,
倭,wō,uy,lùn/người Nhật (miệt thị) (cũ),,,,,,,
倪,ní,nghê,họ [Ni2] | (văn học) trẻ nhỏ/(văn học) giới hạn, ranh giới, cực điểm/(văn học) phân biệt/(văn học) nguồn gốc, nguyên nhân,,,,
俾,bǐ,tỉ,gây ra/cho phép/phiên âm bi/tiếng Đài Loan đọc là [bi4],,,,,,,
倜,tì,thích,năng động/cao quý/khoan dung,,,,,,,
隼,sǔn,chuẩn,chim cắt/ở Đài Loan đọc là [zhun3],,,,,,,
隽,juàn,tuyển,họ [Juan4] | ý nghĩa/quan trọng | biến thể của 俊[jun4],,,,,,,
倌,guān,quan,người chăm sóc động vật/người chăn gia súc/(cũ) người làm thuê trong một số ngành nghề nhất định,,,,,,,
倥,kǒng,không,ngu dốt/không có suy nghĩ | khẩn cấp/bị thúc ép,,,,,,,
臬,niè,nghiệt,cột mốc/quy tắc/tiêu chuẩn/giới hạn/mục tiêu (xưa),,,,,,,
皋,gāo,cao,bờ/đầm lầy | bờ sông cao/biến thể của 皋[gao1] | biến thể của 皋[gao1],,,,,,,
郫,pí,bì,tên địa danh,,,,,,,
倨,jù,cứ,(văn học) ngạo mạn, kiêu căng,,,,,,
衄,nǜ,nục,"biến thể cũ của 衄[nu:4] | biến thể của 衄[nu:4] | chảy máu mũi (hoặc từ tai, nướu,...)/nghĩa bóng: bị đánh bại",,,,,,,
颀,qí,kì,cao,,,,,,,
徕,lái,lai,dùng trong 招徠|招徕[zhao1 lai2],,,,,,,
舫,fǎng,phảng,hai thuyền buộc lại với nhau/thuyền lớn,,,,,,,
釜,fǔ,phủ,ấm đun/nồi lớn,,,,,,,
奚,xī,hề,họ [Xi1] | (văn học) gì?/ở đâu?/tại sao?,,,,,,,
衾,qīn,khâm,chăn/mền,,,,,,,
胯,kuà,khố,đũng/háng/hông,,,,,,,
胱,guāng,quang,bàng quang,,,,,,,
胴,dòng,đỗng,ruột già/thân trên,,,,,,,
胭,yān,yên,phấn hồng | biến thể của 胭[yan1],,,,,,,
脍,kuài,quái,thịt hoặc cá băm,,,,,,,
胼,pián,biền,dùng trong 胼胝[pian2 zhi1],,,,,,,
朕,zhèn,trẫm,"(dùng bởi hoàng đế hoặc vua) ta; tôi; chúng ta (ngôi ""ta"" của hoàng gia)/(văn học) điềm",,,,,,,
脒,mǐ,mễ,amidin (hóa học),,,,,,,
胺,àn,át,amin/tiếng Đài Loan đọc là [an1],,,,,,,
鸱,chī,si,cú mèo scops,,,,,,,
玺,xǐ,tỉ,ấn của người cai trị,,,,,,,
鸲,qú,cù,"(dạng kết hợp, dùng trong tên các loài chim, đặc biệt là robin và đỏ đuôi)",,,,,,,
狷,juàn,quyến,nóng nảy/bộc trực/ngay thẳng (tính cách) | nhanh nhẹn/biến thể của 狷[juan4]/nông nổi/bộp chộp,,,,,,,
猁,lì,lị,dùng trong 猞猁[she1 li4],,,,,,,
狳,yú,yú,dùng trong 犰狳[qiu2 yu2],,,,,,,
猃,xiǎn,hiểm,một loại chó với mõm dài/xem 獫狁|猃狁[Xian3 yun3],,,,,,,
狺,yín,ngân,tiếng chó gầm gừ,,,,,,,
逖,tì,địch,(văn học) xa, xa xôi,,,,,,
桀,jié,kiệt,(hoàng đế triều Hạ)/tàn nhẫn,,,,,,,
袅,niǎo,niệu | niểu,mỏng manh/duyên dáng | mềm mại/duyên dáng | mong manh/duyên dáng | biến thể của 裊|袅[niao3],,,,,,,
饽,bō,bột,bánh/bánh quy,,,,,,,
凇,sōng,tùng,băng tuyết đọng,,,,,,,
栾,luán,loan,họ [Luan2] | cây Koelreuteria paniculata,,,,,,,
挛,luán,luyên,xoắn/cong/quẹo/bị chuột rút,,,,,,,
亳,bó,bạc,tên của quận ở An Huy/thủ đô của nhà Ân,,,,,,,
疳,gān,cam,bệnh còi xương,,,,,,,
疴,kē,a,bệnh (văn học)/cũng đọc là [e1],,,,,,,
疸,dǎn,đản,dùng trong 疙疸[ge1 da5] | vàng da,,,,,,,
疽,jū,thư,hoại thư,,,,,,,
痈,yōng,ung,nhọt độc,,,,,,,
疱,pào,pháo,mụn nhọt/mụn trứng cá/phồng rộp/nhọt/lở loét,,,,,,,
痂,jiā,già,vảy,,,,,,,
痉,jìng,kinh,co thắt,,,,,,,
衮,gǔn,cổn,long bào,,,,,,,
凋,diāo,điêu,héo úa,,,,,,,
颃,háng,hàng,bay xuống,,,,,,,
恣,zì,tứ,không kiềm chế/làm theo ý mình/dễ chịu (phương ngữ),,,,,,,
旆,pèi,bái,cờ đuôi nheo/dải lụa,,,,,,,
旄,máo,mao,cờ trang trí bằng đuôi động vật | biến thể của 耄[mao4],,,,,,,
旃,zhān,chiên,nỉ/biểu ngữ bằng lụa,,,,,,,
阃,kǔn,khổn,ngưỡng cửa/phòng trong/phụ nữ/vợ (tôn xưng),,,,,,,
阄,jiū,cưu,rút thăm/lá thăm (trong trò chơi may rủi),,,,,,,
訚,yín,ngân,họ [Yin2] | kính cẩn/nói chuyện nhẹ nhàng,,,,,,,
阆,làng,lãng,dùng trong 閌閬|闶阆[kang1 lang2] | (văn học) bao la, rộng rãi/(văn học) cao cả/(văn học) cửa cao/(văn học) hào khô ngoài tường thành,,,,,,
恙,yàng,dạng,bệnh tật,,,,,,,
粑,bā,ba,một loại bánh tròn dẹt (phương ngữ),,,,,,,
朔,shuò,sóc,bắt đầu/ngày đầu tiên của tháng âm lịch/phía bắc,,,,,,,
郸,dān,đan,tên một quận ở Hà Bắc,,,,,,,
烜,xuǎn,huyễn,rực rỡ,,,,,,,
烨,yè,yè,biến thể của 燁|烨[ye4] | ngọn lửa rực/rực rỡ,,,,,,,
烩,huì,quái,"hầm/nấu (cơm, v.v.) với rau, thịt và nước",,,,,,,
烊,yáng|yàng,dương,nóng chảy/nung chảy,,,,,,,
剡,shàn,diệm,sông ở Chiết Giang | sắc bén,,,,,,,
郯,tán,đàm,họ [Tan2]/tên một thành phố cổ,,,,,,,
烬,jìn,tẫn,(dạng kết hợp) than tàn, tro,,,,,,
涑,sù,tốc,tên một con sông,,,,,,,
浯,wú,ngô,(tên của một số con sông ở Trung Quốc),,,,,,,
涞,lái,lai,suối/gơn sóng,,,,,,,
涟,lián,liên,gợn sóng/đẫm lệ,,,,,,,
娑,suō,sa,(phiên âm)/xem 婆娑[po2 suo1],,,,,,,
涅,niè,niết,(văn học) khoáng vật alunite (trước đây dùng làm thuốc nhuộm đen)/(văn học) nhuộm đen | biến thể của 涅[nie4],,,,,,,
涠,wéi,wéi,nước tĩnh,,,,,,,
浞,zhuó,trác,(khẩu ngữ) làm ướt sũng,,,,,,,
涓,juān,quyên,họ [Juan1] | con suối/chọn lựa,,,,,,,
浥,yì,ấp,ẩm/ướt,,,,,,,
涔,cén,sầm,tràn nước/nước mưa/đẫm lệ,,,,,,,
浜,bāng,banh,suối/lạch | biến thể tiếng Nhật của 濱|滨[bin1]/dùng trong địa danh Nhật Bản như Yokohama 橫浜|横浜[Heng2 bin1] với giá trị ngữ âm hama,,,,,,,
浠,xī,hy,tên một con sông ở Hồ Bắc,,,,,,,
浣,huàn,hoán | cán,rửa/xả/bất kỳ một trong ba khoảng 10 ngày của tháng (thời nhà Đường)/tiếng Đài Loan đọc là [huan3]/cũng đọc là [wan3] | biến thể của 浣[huan4],,,,,,,
浚,jùn|xùn,tuấn,nạo vét (sông) | biến thể của 浚[jun4],,,,,,,
悚,sǒng,tủng,sợ hãi,,,,,,,
悭,qiān,khan,keo kiệt,,,,,,,
悝,kuī,khôi,chế nhạo | lo lắng/phiền muộn,,,,,,,
悒,yì,ấp,lo âu/lo lắng,,,,,,,
悌,tì,đễ,làm tròn bổn phận của người em trai,,,,,,,
悛,quān,thuân,cải tạo,,,,,,,
宸,chén,thần,cung điện hoàng gia,,,,,,,
窈,yǎo,yểu,(văn học) sâu, uyên thâm, mờ mịt (biến thể của 杳[yao3]),,,,,
剜,wān,oan,móc ra/moi ra,,,,,,,
诹,zōu,tưu,lựa chọn/tham khảo ý kiến,,,,,,,
冢,zhǒng,trủng,gò đất/gò chôn cất/trưởng (tức là con cả hoặc cấp bậc cao hơn) | mô mả (biến thể của 冢[zhong3]),,,,,,,
诼,zhuó,trác,phàn nàn,,,,,,,
袒,tǎn,đản,để lộ | biến thể cũ của 袒[tan3],,,,,,,
袢,pàn,phán,dùng trong 袷袢[qia1 pan4]/biến thể của 襻[pan4],,,,,,,
祯,zhēn,trinh,cát tường/may mắn,,,,,,,
诿,wěi,ủy,trốn tránh/đổ lỗi,,,,,,,
谀,yú,du,tâng bốc,,,,,,,
谂,shěn,thẩm,biết/khiển trách/thúc giục/khao khát/nói/thông báo,,,,,,,
