Level,Hanzi,Pinyin,Sino_Vietnamese,Traditional,POS,Examples,Viet_Meaning,English_Meaning
3,范围,fànwéi,phạm vi,範圍,N,,phạm vi/quy mô/giới hạn/mức độ/LT:個|个[ge4],range; scope; limit; extent
3,方式,fāngshì,phương thức,方式,N,,cách thức; kiểu; phong cách; chế độ; mẫu hình/LT:個|个[ge4],way; manner; style; mode; pattern
3,防,fáng,phòng,防,V,,bảo vệ/phòng thủ/đề phòng/ngăn chặn,to protect; to defend; to guard against; to prevent
3,防止,fángzhǐ,phòng chỉ,防止,V,,ngăn chặn/phòng ngừa/thực hiện biện pháp phòng ngừa,to prevent; to guard against; to take precautions
3,房东,fángdōng,phòng đông,房東,N,,chủ nhà,landlord
3,房屋,fángwū,phòng ốc,房屋,N,,"nhà/toà nhà/LT:所[suo3],套[tao4]",house; building
3,房租,fángzū,phòng tô,房租,N,,tiền thuê phòng hoặc nhà,rent for a room or house
3,访问,fǎngwèn,phóng vấn,訪問,V,,thăm/ghé thăm/phỏng vấn/LT:次[ci4],to visit; to call on; to interview
3,放到,fàngdào,phóng đáo,放到,,,"đặt vào, để vào",Put in
3,飞行,fēixíng,phi hành,飛行,V,,"(máy bay,...) bay/đang bay/chuyến bay/hàng không",(of planes etc) to fly; flying; flight; aviation
3,费,fèi,phí,費,V/N,,tốn/tiêu phí/phí/lãng phí/chi phí,surname Fei
3,费用,fèiyong,phí dụng,費用,N,,"chi phí/kinh phí/số tiền cần trả/LT:筆|笔[bi3],個|个[ge4]",cost; expenditure; expense
3,分别,fēnbié,phân biệt,分別,V/Adv,,chia tay; rời nhau/phân biệt; nhận ra sự khác biệt/sự khác nhau; sự phân biệt/bằng các cách khác nhau; khác nhau/tách biệt; riêng lẻ,to part; to leave each other; to distinguish; to tell apart; difference; distinction; in different ways; differently; separately; individually
3,分配,fēnpèi,phân phối,分配,V,,phân phối/giao/phân bổ/phân vùng (ổ cứng),to distribute; to assign; to allocate; to partition (a hard drive)
3,分组,fēn zǔ,phân tổ,分組,,,chia thành nhóm/nhóm (hình thành từ một nhóm lớn hơn)/nhóm phụ/gói (mạng máy tính),to divide into groups; group (formed from a larger group); subgroup; (computer networking) packet
3,丰富,fēngfù,phong phú,豐富,Adj,,làm phong phú/giàu có/phong phú/dồi dào,to enrich; rich; plentiful; abundant
3,风险,fēngxiǎn,phong hiểm,風險,N,,rủi ro; mối nguy,risk; hazard
3,否定,fǒudìng,phủ định,否定,V/Adj,,phủ định/phủ nhận/từ chối/câu trả lời phủ định/sự phủ định,to negate; to deny; to reject; negative (answer); negation
3,否认,fǒurèn,phủ nhận,否認,V,,tuyên bố không đúng/phủ nhận,to declare to be untrue; to deny
3,服装,fúzhuāng,phục trang,服裝,N,,trang phục/quần áo/phục trang/đồ hóa trang/LT:身[shen1],dress; clothing; costume; clothes
3,福,fú,phúc,福,N,,phúc lành/hạnh phúc/may mắn,surname Fu; abbr. for Fujian province 省
3,父母,fùmǔ,phụ mẫu,父母,N,,cha và mẹ; phụ huynh,father and mother; parents
3,父亲,fùqīn,phụ thân,父親,N,,cha/hoặc đọc là [fu4 qin5]/LT:個|个[ge4],father; also pr. [fù qin]
3,付,fù,phó,付,V,,trả/giao cho/lượng từ cho cặp hoặc bộ,surname Fu
3,负责,fùzé,phụ trách,負責,V/Adj,,chịu trách nhiệm về; phụ trách; gánh vác trách nhiệm/tận tâm,to be in charge of; to take responsibility for; to be to blame; conscientious
3,复印,fùyìn,phục ấn,複印,V,,sao chép/tạo bản sao tài liệu,to photocopy; to duplicate a document
3,复杂,fùzá,phục tạp,複雜,Adj,,phức tạp; rắc rối,complicated; complex
3,富,fù,phú,富,Adj,,giàu/có nhiều/phú quý,surname Fu
3,改进,gǎijìn,cải tiến,改進,V,,cải thiện; làm cho tốt hơn/sự cải thiện/LT:個|个[ge4],to improve; to make better; improvement
3,改造,gǎizào,cải tạo,改造,V,,cải tạo/cải cách/tân trang/tái tạo,to transform; to reform; to remodel; to remold
3,概念,gàiniàn,khái niệm,概念,N,,khái niệm/ý tưởng/LT:個|个[ge4],concept; idea
3,赶,gǎn,cản,趕,V,,"đuổi kịp; bắt kịp/vội; gấp/cố gắng bắt (xe buýt,...)/lùa (gia súc,...) đi; đuổi (ai đó) đi/tận dụng (cơ hội)/cho đến; trước (một thời điểm nhất định)",to overtake; to catch up with; to hurry; to rush; to try to catch (the bus etc); to drive (cattle etc) forward; to drive (sb) away; to avail oneself of (an opportunity); until; by (a certain time)
3,赶到,gǎndào,cản đáo,趕到,,,vội đến (một nơi),to hurry (to some place)
3,赶紧,gǎnjǐn,cản khẩn,趕緊,Adv,,vội vàng/không chậm trễ,hurriedly; without delay
3,赶快,gǎnkuài,cản khoái,趕快,Adv,,nhanh chóng; ngay lập tức,quickly; at once
3,敢,gǎn,cảm,敢,V,,dám/cả gan/(lịch sự) tôi xin mạo muội,to dare; daring; (polite) may I venture
3,感冒,gǎnmào,cảm mạo,感冒,N/V,,"bị cảm lạnh/bệnh cảm lạnh/LT:場|场[chang2],次[ci4]/(thông tục) hứng thú (thường dùng ở phủ định)/(Đài Loan) ghét/không chịu nổi",to catch cold; (common) cold; (coll.) to be interested in (often used in the negative); (Tw) to detest; can't stand
3,感情,gǎnqíng,cảm tình,感情,N,,"cảm xúc; tình cảm/tình cảm giữa hai người/LT:個|个[ge4],種|种[zhong3]",emotion; sentiment; affection; feelings between two persons
3,感受,gǎnshòu,cảm thụ,感受,N/V,,cảm nhận/nhận thức/cảm thấy (qua giác quan)/trải nghiệm/một cảm giác/một ấn tượng/một trải nghiệm,to sense; perception; to feel (through the senses); to experience; a feeling; an impression; an experience
3,干吗,gànmá,can mạ,幹嗎,Pron,,xem 幹嘛|干嘛[gan4 ma2],see 干嘛
3,高速,gāosù,cao tốc,高速,Adj,,tốc độ cao/đường cao tốc (viết tắt của 高速公路[gao1 su4 gong1 lu4]),high speed; expressway (abbr. for 路)
3,高速公路,gāosù gōnglù,cao tốc công lộ,高速公路,,,đường cao tốc; xa lộ,expressway; highway; freeway
3,告别,gàobié,cáo biệt,告別,,,rời đi; chia tay/chào tạm biệt; nói lời tạm biệt,to leave; to part from; to bid farewell to; to say goodbye to
3,歌迷,gēmí,ca mê,歌迷,N,,người hâm mộ ca sĩ,fan of a singer
3,歌声,gēshēng,ca thanh,歌聲,N,,giọng hát/nghĩa bóng: giọng gốc của nhà thơ,singing voice; fig. original voice of a poet
3,歌手,gēshǒu,ca thủ,歌手,N,,ca sĩ,singer
3,个人,gèrén,cá nhân,個人,N,,cá nhân/riêng tư/bản thân,individual; personal; oneself
3,个性,gèxìng,cá tính,個性,N,,cá tính/tính cách,individuality; personality
3,各,gè,các,各,Pron/Adv,,mỗi/từng,each; every
3,各地,gèdì,các địa,各地,N,,ở khắp mọi nơi (của một quốc gia)/các vùng khác nhau,in all parts of (a country); various regions
3,各位,gèwèi,các vị,各位,Pron,,"mọi người/tất cả (khách, đồng nghiệp, v.v.)/các bạn","everybody; all (guests, colleagues etc); all of you"
3,各种,gèzhǒng,các chủng,各種,Pron,,mỗi loại; mọi loại; các loại khác nhau,every kind of; all kinds of; various
3,各自,gèzì,các tự,各自,Pron,,mỗi/tương ứng/mỗi người một phần,each; respective; apiece
3,根本,gēnběn,căn bổn,根本,Adv/Adj/N,,cơ bản/cơ sở/gốc rễ/đơn giản/tuyệt đối (không)/(không) chút nào/LT:個|个[ge4],fundamental; basic; root; simply; absolutely (not); (not) at all
3,更加,gèngjiā,canh gia,更加,Adv,,hơn (so với cái gì đó)/càng hơn,more (than sth else); even more
3,工厂,gōngchǎng,công hán,工廠,N,,"nhà máy/LT:家[jia1],座[zuo4]",factory
3,工程师,gōngchéngshī,công trình sư,工程師,N,,"kỹ sư/LT:個|个[ge4],位[wei4],名[ming2]",engineer
3,工夫,gōngfu,công phu,工夫,N,,"khoảng thời gian (có thể là vài tháng, hoặc chỉ vài giây)/thời gian rảnh/kỹ năng/lao động/nỗ lực",(old) laborer
3,工具,gōngjù,công cụ,工具,N,,công cụ/dụng cụ/đồ dùng/phương tiện (để đạt mục tiêu v.v.),tool; instrument; utensil; means (to achieve a goal etc)
3,工业,gōngyè,công nghiệp,工業,N,,công nghiệp,industry
3,工资,gōngzī,công tư,工資,N,,"tiền lương; lương/LT:個|个[ge4],份[fen4]",wages; pay
3,公布,gōngbù,công bố,公佈,V,,công bố; công khai; xuất bản,to announce; to make public; to publish
3,公共,gōnggòng,công cộng,公共,Adj,,công cộng; chung; công,public; common; communal
3,公开,gōngkāi,công khai,公開,Adj/V,,mở; công khai; công cộng/công bố; phát hành,open; overt; public; to make public; to release
3,公民,gōngmín,công dân,公民,N,,công dân,citizen
3,公务员,gōngwùyuán,công vụ viên,公務員,N,,công chức/người làm việc văn phòng,functionary; office-bearer
3,功夫,gōngfu,công phu,功夫,N,,kỹ năng/nghệ thuật/kung fu/lao động/nỗ lực,skill; art; kung fu; labor; effort
3,功课,gōngkè,công khóa,功課,N,,bài tập/giao bài/nhiệm vụ/bài trên lớp/bài học/học hành/LT:門|门[men2],homework; assignment; task; classwork; lesson; study
3,功能,gōngnéng,công năng,功能,N,,chức năng; khả năng,function; capability
3,共同,gòngtóng,cộng đồng,共同,Adj,,chung/cùng/chung sức/cùng nhau/hợp tác,common; joint; jointly; together; collaborative
3,共有,gòngyǒu,cộng hữu,共有,V,,có tất cả/tổng cộng,to have altogether; in all
3,姑娘,gūniang,cô nương,姑娘,N,,cô gái/người phụ nữ trẻ/cô thiếu nữ/con gái/cô (cách gọi cũ)/LT:個|个[ge4],girl; young woman; young lady; daughter; paternal aunt (old)
3,古,gǔ,cổ,古,Adj,,cổ/thời xa xưa/tiền sử-,surname Gu
3,古代,gǔdài,cổ đại,古代,N,,thời cổ đại,ancient times
3,故乡,gùxiāng,cố hương,故鄉,N,,quê hương/quê nhà/nơi sinh/LT:個|个[ge4],home; homeland; native place
3,挂,guà,quải,掛,V,,treo; móc (từ móc v.v.)/gác máy (điện thoại)/(đường dây) bị ngắt/lo lắng; quan tâm/(tiếng địa phương) gọi điện thoại/đăng ký (bệnh viện); hẹn (bác sĩ)/(tiếng lóng) giết; chết; xong; rớt (kỳ thi)/lượng từ cho bộ hoặc cụm vật,to hang or suspend (from a hook etc); to hang up (the phone); (of a line) to be dead; to be worried or concerned; to make a phone call (dialect); to register or record; classifier for sets or clusters of objects; (slang) to kill; to die; to be finished; to fail (an exam)
3,关系,guānxì,quan hệ,關係,N/V,,biến thể của 關係|关系[guan1 xi5],relation; relationship; to concern; to affect; to have to do with; guanxi
3,关注,guānzhù,quan chú,關注,V,,chú ý đến; theo dõi sát sao; theo dõi (trên mạng xã hội)/quan tâm; hứng thú; chú ý,to pay attention to; to follow sth closely; to follow (on social media); concern; interest; attention
3,观察,guānchá,quan sát,觀察,V,,quan sát; theo dõi; khảo sát,to observe; to watch; to survey
3,观看,guānkàn,quan khán,觀看,V,,xem; quan sát,to watch; to view
3,观念,guānniàn,quan niệm,觀念,N,,khái niệm/suy nghĩ/ý tưởng/cảm giác/quan điểm/tư tưởng/ấn tượng chung,notion; thought; concept; sense; views; ideology; general impressions
3,观众,guānzhòng,quan chúng,觀眾,N,,"khán giả; thính giả; khách tham quan (một triển lãm, v.v.)",spectators; audience; visitors (to an exhibition etc)
3,管,guǎn,quản,管,V,,chăm sóc/kiểm soát/quản lý/phụ trách/trông nom/vận hành/quan tâm/ống/đường ống/nhạc cụ họ gỗ/lượng từ cho vật hình ống/tiểu từ giống 把[ba3] trong cấu trúc 管...叫/bút lông/(khẩu ngữ) đến/hướng tới,variant of 管
3,管理,guǎnlǐ,quản lý,管理,V,,giám sát/quản lý/quản trị/sự quản lý/sự quản trị/LT:個|个[ge4],to supervise; to manage; to administer; management; administration
3,光,guāng,quang,光,Adv/N/Adj,,ánh sáng; tia (Lượng từ: 道[dao4])/sáng; bóng loáng/chỉ; chỉ mỗi/dùng hết; hoàn thành/để lộ (một phần cơ thể),light; ray; bright; shiny; only; merely; used up; finished; to leave (a part of the body) uncovered
3,光明,guāngmíng,quang minh,光明,Adj/N,,"ánh sáng/rực rỡ/(bóng) tươi sáng (triển vọng, v.v.)/cởi mở",light; radiance; (fig.) bright (prospects etc); openhearted
3,广播,guǎngbō,nghiễm bá,廣播,V/N,,phát sóng/LT:個|个[ge4]/phát thanh/(trang trọng) truyền bá/công bố,broadcast; broadcasting; to broadcast; (formal) to propagate; to publicize
3,广大,guǎngdà,nghiễm đại,廣大,Adj,,(về diện tích) rộng hoặc bao la/quy mô lớn/phổ biến/(về người) đông đúc,(of an area) vast or extensive; large-scale; widespread; (of people) numerous
3,规定,guīdìng,quy định,規定,V/N,,quy định; chỉ định; kê đơn; ấn định (giá cả); đặt (chỉ tiêu)/quy tắc; quy định; điều khoản; sự quy định,to stipulate; to specify; to prescribe; to fix (a price); to set (a quota); regulations; rules; provisions; stipulations
3,规范,guīfàn,quy phạm,規範,Adj/N/V,,chuẩn mực/tiêu chuẩn/quy cách/quy định/quy tắc/trong phạm vi quy định/đặt ra quy tắc/điều chỉnh/quy định cụ thể,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify
3,国内,guó nèi,quốc nội,國內,,,nội địa/bên trong (một quốc gia)/dân sự,domestic; internal (to a country); civil
3,国庆,guóqìng,quốc khánh,國慶,N,,Quốc khánh,National Day
3,果然,guǒrán,quả nhiên,果然,Adv,,thực sự/quả nhiên/đúng như dự đoán/nếu thực sự,really; sure enough; as expected; if indeed
3,果汁,guǒzhī,quả trấp,果汁,N,,nước ép trái cây,fruit juice
3,过程,guòchéng,quá trình,過程,N,,quá trình sự kiện/quá trình/LT:個|个[ge4],course of events; process
3,过去,guòqù,quá khứ,過去,N,,(hậu tố động từ),(in the) past; former; previous; to go over; to pass by
3,哈哈,hāhā,cáp cáp,哈哈,Phonetic,,(tượng thanh) cười to,(onom.) laughing out loud
3,海关,hǎiguān,hải quan,海關,N,,hải quan (tức kiểm tra cửa khẩu)/LT:個|个[ge4],customs (i.e. border crossing inspection)
3,害怕,hàipà,hại phạ,害怕,,,sợ hãi; lo sợ,to be afraid; to be scared
3,行,háng,hành,行,M,,đi/đến/du lịch/chuyến thăm/tạm thời/tạm bợ/hiện tại/lưu hành/làm/thực hiện/có khả năng/có hiệu quả/ổn/OK!/được/hành vi/cử chỉ/người Đài Loan phát âm [xing4] cho nghĩa hành vi-cử chỉ,"row; line; commercial firm; line of business; profession; to rank (first, second etc) among one's siblings (by age); (in data tables) row; (Tw) column"
3,好好,hǎohǎo,hảo hảo,好好,Adj/Adv,,tốt; cẩn thận; đẹp đẽ; đúng mực,well; carefully; nicely; properly
3,好奇,hàoqí,hảo kì,好奇,Adj,,tò mò/hiếu kỳ/sự tò mò/tính hiếu kỳ,inquisitive; curious; inquisitiveness; curiosity
